,run,episode,episodeReward,episodeProgress,episodeLapTime,episodeCrash
0,0.0,0.0,-0.5499999999999996,5.5,,1.0
0,0.0,1.0,-1.07,3.5999999999999996,,1.0
0,0.0,2.0,-0.9099999999999999,4.1,,1.0
0,0.0,3.0,-0.10999999999999943,7.0,,1.0
0,0.0,4.0,-1.46,2.0000000000000004,,1.0
0,0.0,5.0,-0.6599999999999997,5.199999999999999,,1.0
0,0.0,6.0,1.71,13.700000000000006,,1.0
0,0.0,7.0,-0.8999999999999999,4.3999999999999995,,1.0
0,0.0,8.0,-1.48,1.9000000000000001,,1.0
0,0.0,9.0,-1.3599999999999999,2.8,,1.0
0,0.0,10.0,-1.62,1.5000000000000002,,1.0
0,0.0,11.0,-1.62,1.5000000000000002,,1.0
0,0.0,12.0,-1.48,1.9000000000000001,,1.0
0,0.0,13.0,-1.48,1.9000000000000001,,1.0
0,0.0,14.0,-1.5899999999999999,1.7000000000000002,,1.0
0,0.0,15.0,-1.65,1.5,,1.0
0,0.0,16.0,-1.5899999999999999,1.5000000000000002,,1.0
0,0.0,17.0,-1.6,1.6,,1.0
0,0.0,18.0,-1.68,1.3,,1.0
0,0.0,19.0,-1.65,1.4000000000000001,,1.0
0,0.0,20.0,-1.5699999999999998,1.7000000000000002,,1.0
0,0.0,21.0,-1.68,1.3000000000000003,,1.0
0,0.0,22.0,-1.57,1.6,,1.0
0,0.0,23.0,-1.6,1.6,,1.0
0,0.0,24.0,-1.1600000000000001,3.2,,1.0
0,0.0,25.0,-1.68,1.3000000000000003,,1.0
0,0.0,26.0,-1.65,1.4000000000000001,,1.0
0,0.0,27.0,-1.68,1.2,,1.0
0,0.0,28.0,-1.57,1.7000000000000002,,1.0
0,0.0,29.0,-1.62,1.6,,1.0
0,0.0,30.0,-1.57,1.8,,1.0
0,0.0,31.0,-1.54,1.8000000000000003,,1.0
0,0.0,32.0,-1.65,1.4000000000000001,,1.0
0,0.0,33.0,-1.5699999999999998,1.6,,1.0
0,0.0,34.0,-1.71,1.3,,1.0
0,0.0,35.0,-1.5699999999999998,1.6,,1.0
0,0.0,36.0,-1.38,2.5,,1.0
0,0.0,37.0,-1.4899999999999998,1.9000000000000001,,1.0
0,0.0,38.0,-1.46,2.2,,1.0
0,0.0,39.0,-1.54,1.8000000000000003,,1.0
0,0.0,40.0,-1.43,2.1,,1.0
0,0.0,41.0,-1.46,2.1,,1.0
0,0.0,42.0,-1.68,1.3,,1.0
0,0.0,43.0,-1.6199999999999999,1.6,,1.0
0,0.0,44.0,-1.3199999999999998,2.6,,1.0
0,0.0,45.0,-1.43,2.2000000000000006,,1.0
0,0.0,46.0,-1.65,1.4000000000000001,,1.0
0,0.0,47.0,-1.51,2.0000000000000004,,1.0
