,run,episode,episodeReward,episodeProgress,episodeLapTime,episodeCrash
0,0.0,0.0,4.890000000000006,56.59999999999992,,1.0
0,0.0,1.0,-3.129999999999999,11.000000000000004,,1.0
0,0.0,2.0,-4.43,3.3000000000000003,,1.0
0,0.0,3.0,-4.39,3.9,,1.0
0,0.0,4.0,-4.3,3.9,,1.0
0,0.0,5.0,-4.39,3.6,,1.0
0,0.0,6.0,-4.32,3.8,,1.0
0,0.0,7.0,-4.39,3.8,,1.0
0,0.0,8.0,-4.41,3.5,,1.0
0,0.0,9.0,-4.47,3.1,,1.0
0,0.0,10.0,-4.359999999999999,3.7,,1.0
0,0.0,11.0,-4.34,4.0,,1.0
0,0.0,12.0,-4.06,5.300000000000001,,1.0
0,0.0,13.0,42.31000000000017,237.2000000000008,51.3,0.0
0,0.0,14.0,41.309999999999896,237.10000000000232,61.1,0.0
0,0.0,15.0,42.1300000000002,237.0000000000011,52.7,0.0
0,0.0,16.0,4.49,53.599999999999966,,1.0
0,0.0,17.0,17.80000000000004,129.10000000000014,,1.0
0,0.0,18.0,14.559999999999992,109.50000000000014,,1.0
0,0.0,19.0,22.009999999999994,151.20000000000024,,1.0
0,0.0,20.0,18.549999999999997,132.00000000000026,,1.0
0,0.0,21.0,-4.59,2.6999999999999997,,1.0
0,0.0,22.0,12.45999999999999,97.70000000000007,,1.0
0,0.0,23.0,42.3000000000003,237.40000000000074,51.8,0.0
0,0.0,24.0,42.48000000000026,237.00000000000043,49.2,0.0
0,0.0,25.0,42.63000000000029,237.40000000000018,48.5,0.0
0,0.0,26.0,42.56000000000028,237.2000000000004,48.8,0.0
0,0.0,27.0,3.5199999999999996,47.59999999999997,,1.0
0,0.0,28.0,6.769999999999996,66.39999999999996,,1.0
0,0.0,29.0,42.57000000000028,237.2000000000004,48.7,0.0
0,0.0,30.0,42.58000000000028,237.1000000000004,48.4,0.0
0,0.0,31.0,42.6600000000003,237.40000000000023,48.2,0.0
0,0.0,32.0,42.680000000000305,237.40000000000015,48.0,0.0
0,0.0,33.0,42.67000000000028,237.30000000000007,47.9,0.0
0,0.0,34.0,42.63000000000025,237.00000000000003,47.7,0.0
0,0.0,35.0,42.6700000000003,237.2000000000001,47.7,0.0
0,0.0,36.0,42.660000000000274,237.10000000000008,47.6,0.0
0,0.0,37.0,10.629999999999992,86.90000000000002,,1.0
