,run,episode,episodeReward,episodeProgress,episodeLapTime,episodeCrash
0,0.0,0.0,8.890000000000004,31.000000000000007,8.200000000000003,0.0
0,0.0,1.0,1.3100000000000005,22.300000000000004,,1.0
0,0.0,2.0,-4.04,4.1000000000000005,,1.0
0,0.0,3.0,-0.07000000000000028,17.800000000000004,,1.0
0,0.0,4.0,-2.7199999999999998,8.2,,1.0
0,0.0,5.0,-1.7999999999999998,11.299999999999999,,1.0
0,0.0,6.0,-0.6499999999999986,15.799999999999997,,1.0
0,0.0,7.0,-1.5699999999999994,12.7,,1.0
0,0.0,8.0,0.560000000000004,19.600000000000005,,1.0
0,0.0,9.0,-3.55,5.6000000000000005,,1.0
0,0.0,10.0,-0.45000000000000107,16.60000000000001,,1.0
0,0.0,11.0,-0.47999999999999865,16.300000000000004,,1.0
0,0.0,12.0,-1.3399999999999994,12.9,,1.0
0,0.0,13.0,8.950000000000003,31.200000000000003,8.200000000000003,0.0
0,0.0,14.0,-2.6300000000000003,8.5,,1.0
0,0.0,15.0,1.42,22.8,,1.0
0,0.0,16.0,-2.69,8.3,,1.0
0,0.0,17.0,-2.4899999999999998,9.3,,1.0
0,0.0,18.0,-3.66,5.0,,1.0
0,0.0,19.0,-3.35,6.300000000000001,,1.0
0,0.0,20.0,2.5999999999999996,26.900000000000002,,1.0
0,0.0,21.0,-2.95,7.800000000000001,,1.0
0,0.0,22.0,-0.019999999999998685,18.1,,1.0
0,0.0,23.0,-2.92,7.500000000000001,,1.0
0,0.0,24.0,-1.5399999999999996,12.8,,1.0
0,0.0,25.0,-2.03,10.500000000000002,,1.0
0,0.0,26.0,-0.5599999999999996,15.999999999999998,,1.0
0,0.0,27.0,8.910000000000002,31.100000000000005,8.400000000000002,0.0
0,0.0,28.0,-3.12,6.800000000000001,,1.0
0,0.0,29.0,-0.9199999999999999,14.899999999999997,,1.0
0,0.0,30.0,-3.81,4.2,,1.0
0,0.0,31.0,8.99,31.399999999999995,8.600000000000001,0.0
0,0.0,32.0,1.0500000000000016,21.6,,1.0
0,0.0,33.0,-0.7699999999999987,15.499999999999998,,1.0
0,0.0,34.0,-3.1500000000000004,7.000000000000001,,1.0
