,run,episode,episodeReward,episodeProgress,episodeLapTime,episodeCrash
0,0.0,0.0,42.78000000000024,237.49999999999986,47.2,0.0
0,0.0,1.0,42.750000000000306,237.2999999999998,47.1,0.0
0,0.0,2.0,42.78000000000024,237.49999999999986,47.2,0.0
0,0.0,3.0,42.7800000000003,237.50000000000003,47.2,0.0
0,0.0,4.0,42.720000000000304,237.19999999999982,47.2,0.0
0,0.0,5.0,42.790000000000326,237.5,47.1,0.0
0,0.0,6.0,42.760000000000296,237.39999999999984,47.2,0.0
0,0.0,7.0,42.72000000000026,237.09999999999994,47.0,0.0
0,0.0,8.0,42.75000000000027,237.2999999999999,47.1,0.0
0,0.0,9.0,42.720000000000326,237.19999999999996,47.2,0.0
0,0.0,10.0,42.70000000000034,237.10000000000008,47.2,0.0
0,0.0,11.0,42.71000000000028,237.0999999999999,47.1,0.0
0,0.0,12.0,42.76000000000031,237.29999999999978,47.0,0.0
0,0.0,13.0,42.78000000000033,237.49999999999997,47.2,0.0
0,0.0,14.0,42.77000000000031,237.39999999999984,47.1,0.0
0,0.0,15.0,42.77000000000033,237.39999999999998,47.1,0.0
0,0.0,16.0,42.70000000000033,237.10000000000005,47.2,0.0
0,0.0,17.0,42.71000000000029,237.19999999999982,47.3,0.0
0,0.0,18.0,42.77000000000031,237.3999999999998,47.1,0.0
0,0.0,19.0,42.73000000000025,237.1999999999999,47.1,0.0
0,0.0,20.0,42.78000000000027,237.49999999999991,47.2,0.0
0,0.0,21.0,42.780000000000285,237.49999999999983,47.2,0.0
0,0.0,22.0,42.710000000000306,237.1,47.1,0.0
0,0.0,23.0,42.78000000000025,237.39999999999986,47.0,0.0
0,0.0,24.0,42.7100000000003,237.0999999999999,47.1,0.0
0,0.0,25.0,42.80000000000025,237.49999999999983,47.0,0.0
0,0.0,26.0,42.7800000000003,237.49999999999991,47.2,0.0
0,0.0,27.0,42.7700000000003,237.39999999999984,47.1,0.0
0,0.0,28.0,42.770000000000294,237.39999999999984,47.1,0.0
0,0.0,29.0,42.71000000000024,237.09999999999994,47.1,0.0
0,0.0,30.0,42.73000000000023,237.1999999999999,47.1,0.0
0,0.0,31.0,42.71000000000024,237.09999999999982,47.1,0.0
0,0.0,32.0,42.76000000000033,237.4,47.2,0.0
0,0.0,33.0,42.790000000000276,237.4999999999999,47.1,0.0
0,0.0,34.0,42.8100000000003,237.7,47.3,0.0
0,0.0,35.0,42.76000000000032,237.39999999999998,47.2,0.0
0,0.0,36.0,42.71000000000031,237.1,47.1,0.0
0,0.0,37.0,42.72000000000032,237.2,47.2,0.0
0,0.0,38.0,42.78000000000028,237.3999999999998,47.0,0.0
0,0.0,39.0,42.75000000000028,237.39999999999998,47.3,0.0
0,0.0,40.0,42.76000000000031,237.3,47.0,0.0
0,0.0,41.0,42.73000000000026,237.19999999999996,47.1,0.0
0,0.0,42.0,42.79000000000031,237.4999999999999,47.1,0.0
0,0.0,43.0,42.73000000000028,237.19999999999982,47.1,0.0
0,0.0,44.0,42.73000000000029,237.19999999999982,47.1,0.0
0,0.0,45.0,42.780000000000264,237.49999999999986,47.2,0.0
0,0.0,46.0,42.75000000000026,237.2999999999999,47.1,0.0
0,0.0,47.0,42.720000000000255,237.09999999999994,47.0,0.0
0,0.0,48.0,42.790000000000305,237.49999999999986,47.1,0.0
0,0.0,49.0,42.720000000000304,237.09999999999982,47.0,0.0
