,trainEpisode,evalEpisode,episodeReward,episodeProgress,episodeLapTime,episodeCrash
0,50.0,0.0,-4.6899999999999995,2.2,,1.0
0,50.0,1.0,42.590000000000266,237.10000000000016,48.3,0.0
0,50.0,2.0,42.63000000000034,237.40000000000012,48.5,0.0
0,50.0,3.0,42.590000000000266,237.1000000000001,48.3,0.0
0,50.0,4.0,42.560000000000294,237.00000000000026,48.4,0.0
0,50.0,5.0,42.66000000000031,237.50000000000017,48.4,0.0
0,50.0,6.0,42.60000000000029,237.20000000000016,48.4,0.0
0,50.0,7.0,42.610000000000284,237.20000000000016,48.3,0.0
0,50.0,8.0,42.65000000000031,237.40000000000012,48.3,0.0
0,50.0,9.0,35.45000000000025,225.50000000000009,,1.0
0,100.0,0.0,42.68000000000031,237.40000000000015,48.0,0.0
0,100.0,1.0,42.60000000000028,237.00000000000006,48.0,0.0
0,100.0,2.0,42.61000000000032,237.0000000000001,47.9,0.0
0,100.0,3.0,42.66000000000027,237.30000000000004,48.0,0.0
0,100.0,4.0,42.6200000000003,237.10000000000016,48.0,0.0
0,100.0,5.0,42.67000000000025,237.30000000000007,47.9,0.0
0,100.0,6.0,42.64000000000032,237.20000000000016,48.0,0.0
0,100.0,7.0,42.63000000000027,237.10000000000014,47.9,0.0
0,100.0,8.0,42.660000000000295,237.30000000000015,48.0,0.0
0,100.0,9.0,42.6200000000003,237.00000000000017,47.8,0.0
0,150.0,0.0,42.64000000000032,237.3000000000001,48.2,0.0
0,150.0,1.0,42.600000000000314,237.1000000000002,48.2,0.0
0,150.0,2.0,42.62000000000032,237.20000000000022,48.2,0.0
0,150.0,3.0,42.61000000000032,237.10000000000014,48.1,0.0
0,150.0,4.0,42.620000000000296,237.20000000000016,48.2,0.0
0,150.0,5.0,42.620000000000296,237.2000000000001,48.2,0.0
0,150.0,6.0,42.660000000000295,237.40000000000015,48.2,0.0
0,150.0,7.0,42.620000000000324,237.20000000000016,48.2,0.0
0,150.0,8.0,42.600000000000314,237.00000000000009,48.0,0.0
0,150.0,9.0,42.61000000000028,237.1000000000001,48.1,0.0
0,200.0,0.0,42.68000000000031,237.40000000000015,48.0,0.0
0,200.0,1.0,42.67000000000033,237.30000000000015,47.9,0.0
0,200.0,2.0,42.66000000000029,237.3000000000001,48.0,0.0
0,200.0,3.0,-2.6299999999999994,13.7,,1.0
0,200.0,4.0,42.67000000000031,237.30000000000013,47.9,0.0
0,200.0,5.0,42.67000000000027,237.2000000000001,47.7,0.0
0,200.0,6.0,4.439999999999992,52.8,,1.0
0,200.0,7.0,6.479999999999988,64.30000000000001,,1.0
0,200.0,8.0,42.700000000000315,237.40000000000012,47.8,0.0
0,200.0,9.0,42.62000000000029,237.00000000000003,47.8,0.0
0,250.0,0.0,42.630000000000294,237.00000000000006,47.7,0.0
0,250.0,1.0,42.70000000000029,237.3,47.6,0.0
0,250.0,2.0,42.670000000000286,237.30000000000007,47.9,0.0
0,250.0,3.0,42.70000000000031,237.40000000000015,47.8,0.0
0,250.0,4.0,42.67000000000031,237.30000000000018,47.9,0.0
0,250.0,5.0,42.66000000000021,237.0000000000001,47.4,0.0
0,250.0,6.0,42.64000000000026,237.2000000000001,48.0,0.0
0,250.0,7.0,42.72000000000027,237.40000000000015,47.6,0.0
0,250.0,8.0,42.67000000000023,237.10000000000008,47.5,0.0
0,250.0,9.0,42.67000000000024,237.2,47.7,0.0
0,300.0,0.0,42.66000000000026,237.20000000000013,47.8,0.0
0,300.0,1.0,42.68000000000029,237.29999999999998,47.8,0.0
0,300.0,2.0,42.7100000000003,237.5,47.9,0.0
0,300.0,3.0,42.680000000000284,237.29999999999998,47.8,0.0
0,300.0,4.0,42.65000000000029,237.09999999999997,47.7,0.0
0,300.0,5.0,42.6500000000003,237.00000000000009,47.5,0.0
0,300.0,6.0,42.69000000000034,237.40000000000015,47.9,0.0
0,300.0,7.0,42.6700000000003,237.20000000000002,47.7,0.0
0,300.0,8.0,42.67000000000031,237.30000000000013,47.9,0.0
0,300.0,9.0,42.60000000000025,237.00000000000017,48.0,0.0
0,350.0,0.0,20.61999999999997,142.49999999999997,,1.0
0,350.0,1.0,42.67000000000027,237.1,47.5,0.0
0,350.0,2.0,42.71000000000026,237.20000000000007,47.3,0.0
0,350.0,3.0,42.71000000000034,237.30000000000007,47.5,0.0
0,350.0,4.0,42.69000000000033,237.10000000000005,47.3,0.0
0,350.0,5.0,0.8699999999999966,33.29999999999999,,1.0
0,350.0,6.0,42.7200000000003,237.30000000000007,47.4,0.0
0,350.0,7.0,-0.9100000000000019,22.900000000000002,,1.0
0,350.0,8.0,42.760000000000275,237.40000000000006,47.2,0.0
0,350.0,9.0,19.78999999999997,138.3,,1.0
0,400.0,0.0,28.119999999999997,184.40000000000003,,1.0
0,400.0,1.0,6.329999999999993,63.100000000000016,,1.0
0,400.0,2.0,42.74000000000025,237.29999999999995,47.2,0.0
0,400.0,3.0,42.70000000000031,237.30000000000004,47.6,0.0
0,400.0,4.0,42.64000000000024,237.00000000000006,47.6,0.0
0,400.0,5.0,0.6699999999999964,31.499999999999993,,1.0
0,400.0,6.0,42.73000000000027,237.50000000000006,47.7,0.0
0,400.0,7.0,22.059999999999974,150.4000000000001,,1.0
0,400.0,8.0,15.779999999999973,115.59999999999995,,1.0
0,400.0,9.0,17.419999999999984,125.00000000000004,,1.0
0,450.0,0.0,36.48000000000026,230.70000000000002,,1.0
0,450.0,1.0,12.889999999999976,99.59999999999997,,1.0
0,450.0,2.0,42.75000000000022,237.59999999999997,47.7,0.0
0,450.0,3.0,34.940000000000204,222.10000000000002,,1.0
0,450.0,4.0,42.71000000000027,237.3,47.5,0.0
