,x,y,yaw,curve,distance
0,0.5,3.061616997868383e-17,0.21732300794630222,0.0,0.0
1,0.5986950306367596,0.021731211922683673,0.21553516591708582,-0.035403906769946134,0.1
2,0.6973945345170547,0.04309344289178474,0.21016376244601476,-0.07104035322944442,0.2
3,0.796102984884421,0.06371771195372068,0.2011857714807091,-0.10712457749222826,0.30000000000000004
4,0.8948248549823944,0.08323503815490887,0.1885648762006121,-0.14383577332692107,0.4
5,0.9935646180545104,0.10127644054176681,0.17225469315593328,-0.18129561550701945,0.5
6,1.0923267473443043,0.11747293816071189,0.15220353740502388,-0.21954312026318903,0.6000000000000001
7,1.1911157160953125,0.13145555005816154,0.1283609352331737,-0.2585055800561507,0.7000000000000001
8,1.28993599755107,0.14285529528053312,0.10068607455966094,-0.2979664371896979,0.8
9,1.3887920649551126,0.15130319287424418,0.06915829242542726,-0.3375326604981061,0.9
10,1.4876883915509762,0.1564302618857176,0.033789505268171996,-0.3765775992889128,1.0
11,1.5866345279923233,0.15800585629905464,-0.001169687680017638,-0.32961369914123484,1.1
12,1.6856603137619433,0.15635210283930573,-0.03143011092852931,-0.2813149658630597,1.2000000000000002
13,1.7848006553523907,0.15192917980954176,-0.05693022594059515,-0.2325949562216819,1.3
14,1.8840904592562222,0.1451972655128336,-0.07765911167431315,-0.18408247223321833,1.4000000000000001
15,1.9835646319659916,0.13661653825225212,-0.0936390848088769,-0.1361608368003854,1.5
16,2.0832580799742555,0.12664717633086825,-0.1049113590057249,-0.08901958823039205,1.6
17,2.1832057097735684,0.1157493580517528,-0.11152513684751945,-0.04270913916919961,1.7000000000000002
18,2.283442427856487,0.10438326171797671,-0.11353014734868794,0.0028067837692561577,1.8
19,2.3840031407155653,0.0930090656326108,-0.11097245573487242,0.04760293035617142,1.9000000000000001
20,2.4849227548433475,0.08208694809872875,-0.10389331868714118,0.09175048624775373,2.0
21,2.5861990638864065,0.07208564118977802,-0.09218087946313082,0.13851089146870835,2.1
22,2.6876817141890434,0.06350802197595896,-0.0756537355181924,0.1862769114348361,2.2
23,2.789183391134741,0.056865486291349264,-0.05420605145276181,0.23578115490645277,2.3000000000000003
24,2.890516780106982,0.05266942997002655,-0.027687752081245336,0.28759689014464085,2.4000000000000004
25,2.991494566489248,0.05143124884606846,0.004082087378080726,0.3420755084130755,2.5
26,3.091929435665024,0.05366233875355261,0.04129669299239973,0.3992523388732321,2.6
27,3.191634073017792,0.05987409552655665,0.08413613445502115,0.4587207907619448,2.7
28,3.2904211639310343,0.07057791499915825,0.13273349289026554,0.5194851324951006,2.8000000000000003
29,3.388103393788234,0.086285193005435,0.1871322091083358,0.5798201633219223,2.9000000000000004
30,3.484493449020387,0.1075073211371532,0.24723159266297556,0.6338413284896705,3.0
31,3.5794539957597618,0.13455327887677707,0.30662102914117206,0.5683513503794039,3.1
32,3.673031331990259,0.16698835757979505,0.3595687893661366,0.5006825106588872,3.2
33,3.765313918678535,0.20420709331391282,0.4060328934081309,0.4334232102991489,3.3000000000000003
34,3.856390216791245,0.24560402214683602,0.4461085378525301,0.36817173688359744,3.4000000000000004
35,3.9463486872950453,0.2905736801462702,0.4799689558161792,0.3056911050096278,3.5
36,4.0352777911565925,0.3385106033799215,0.5078173232255562,0.2461047518394681,3.6
37,4.123265989342541,0.38880932791549544,0.5298502534975152,0.1890766811590168,3.7
38,4.210401742819548,0.44086438982069753,0.546231318838446,0.13395189678519123,3.8000000000000003
39,4.296773512554269,0.4940703251632336,0.5570722882376693,0.07985314877491968,3.9000000000000004
40,4.38246975500451,0.5478216955542538,0.5624325647161436,0.030246621427654958,4.0
41,4.46754874252725,0.6016840609821387,0.566794301829793,0.0564809230638946,4.1000000000000005
42,4.551966632689737,0.6558014801433659,0.5737877856161313,0.08306082057711761,4.2
43,4.635658010194981,0.7104402259026618,0.5834231586961051,0.10975673217646587,4.3
44,4.718557459745995,0.7658665711247525,0.5956941650552801,0.13630669508167084,4.4
45,4.8005995660457845,0.822346788674363,0.6105760009771153,0.16241305236735207,4.5
46,4.881718913797364,0.8801471514162198,0.6280229420445744,0.1877417008423994,4.6000000000000005
47,4.961850087703741,0.939533932215048,0.6479659095461506,0.21192490978453032,4.7
48,5.0409276724679275,1.0007734039355742,0.6703101946792585,0.23456860045262812,4.800000000000001
49,5.118886252792932,1.0641318394425234,0.6949336062422019,0.2552646597682732,4.9
50,5.195660476086751,1.1298753704186641,0.721633250895572,0.2613517574691106,5.0
51,5.271320885526666,1.1979641555753722,0.741786995098544,0.13582853380896912,5.1000000000000005
52,5.346361626826466,1.2674046011454374,0.7494656251488513,0.014884270994059342,5.2
53,5.421359149655905,1.3370178037961313,0.7448496229199111,-0.10533793155985713,5.300000000000001
54,5.49688990368473,1.4056248601947212,0.7278523521748116,-0.22874412558291282,5.4
55,5.573530338582695,1.4720468670084776,0.6981374204431499,-0.35870198957502036,5.5
56,5.65185690401955,1.5351049209046708,0.6551855057158333,-0.49722257229453287,5.6000000000000005
57,5.732446049665046,1.593620118550569,0.5984298235976956,-0.6436875741181095,5.7
58,5.815874225188932,1.6464135566134428,0.527486557853639,-0.7930993025250149,5.800000000000001
59,5.902717880260961,1.6923063317605604,0.4424944123526317,-0.9343752512169406,5.9
60,5.993549115158017,1.7301239889635338,0.3451773938930718,-1.0009192514490992,6.0
61,6.0884797474843975,1.759162823359494,0.24989016899392028,-0.9191874582848357,6.1000000000000005
62,6.186761121302087,1.7795991720393132,0.16137281707658188,-0.8456467004085835,6.2
