,x,y,yaw,curve,distance
0,0.8,4.898587196589413e-17,0.028833085640228785,8.803427956706377e-18,0.0
1,0.8999579967867161,0.0028812896161969567,0.028784901277215898,-0.0009636919970989488,0.1
2,0.9999162635439408,0.005752946185880054,0.028640348167709082,-0.0019273845746839034,0.2
3,1.099875070242183,0.00860533666253553,0.02839942626372842,-0.002891077910502699,0.30000000000000004
4,1.1998346868519514,0.01142882799964957,0.02806213553005592,-0.003854771376825026,0.4
5,1.2997953833437548,0.01421378715070837,0.027628476011358375,-0.004818463137702262,0.5
6,1.399757429688102,0.016950581069198115,0.02709844792615925,-0.005782149746235895,0.6000000000000001
7,1.4997210958555014,0.019629576708604997,0.02647205178765871,-0.006745825741873899,0.7000000000000001
8,1.5996866518164619,0.022241141022415197,0.025749288551399404,-0.007709483247768587,0.8
9,1.6996543675414921,0.02477564096411491,0.024930159789773514,-0.008673111568247014,0.9
10,1.799624513001101,0.027223443487190323,0.024014667893363158,-0.009636696786466423,1.0
11,1.8995973581657977,0.029574915545127634,0.0230028162991019,-0.010600221362351689,1.1
12,1.9995731730060902,0.03182042409141303,0.021894609745239067,-0.011563663730940194,1.2000000000000002
13,2.0995522274924876,0.03395033607953268,0.020690054553081105,-0.012526997901291088,1.3
14,2.1995347915954984,0.03595501846297279,0.019389158935474892,-0.013490193056151312,1.4000000000000001
15,2.299521135285631,0.03782483819521955,0.017991933331986724,-0.014453213152609213,1.5
16,2.3995115279037584,0.039550148741082994,0.016495828264265933,-0.015740856312607163,1.6
17,2.4995059924617236,0.041116026476059775,0.014770530500035703,-0.018762848862405247,1.7000000000000002
18,2.599503932620733,0.0424942794706752,0.012742972554882296,-0.021785385023059347,1.8
19,2.6995046562394247,0.043654663423846884,0.01041310734095477,-0.024808541291177738,1.9000000000000001
20,2.7995074711764363,0.044566934034492425,0.007780885586458836,-0.027832304603493476,2.0
21,2.899511685290408,0.04520084700152943,0.004846262223154739,-0.030856559850808565,2.1
22,2.999516606439977,0.0455261580238755,0.0016092036064798859,-0.03388107737828551,2.2
23,3.099521542483783,0.04551262280044823,-0.0019303044315316627,-0.036905500495948776,2.3000000000000003
24,3.199525801280463,0.045129997030165236,-0.005772247697893068,-0.039929333033177895,2.4000000000000004
25,3.299528690688656,0.044348036411944125,-0.009916573926322328,-0.04295192698195918,2.5
26,3.3995295185670007,0.04313649664470249,-0.014363182243067752,-0.0459724702856728,2.6
27,3.4995275927741356,0.041465133427357935,-0.01911191182042624,-0.04898997484316411,2.7
28,3.5995222211686997,0.03930370245882807,-0.024162529731568776,-0.0520032648116939,2.8000000000000003
29,3.6995127116093305,0.036621959438030496,-0.029514718025138952,-0.055010965306955706,2.9000000000000004
30,3.7994983719546664,0.033389660063882824,-0.035168060043744884,-0.058011491613526714,3.0
31,3.899478510063347,0.029576560035302644,-0.04112202601695118,-0.06100303903467314,3.1
32,3.9994524346402853,0.025152635719481127,-0.04734324865667482,-0.06074848566766591,3.2
33,4.099419629241062,0.020133456192307973,-0.052771774178113275,-0.04772512422824255,3.3000000000000003
34,4.199379965320353,0.014635736103209389,-0.05689861163472929,-0.03472339602414371,3.4000000000000004
35,4.299333366476427,0.008789786660596518,-0.05972510710168918,-0.021738931480393856,3.5
36,4.399279756307554,0.0027259190728804133,-0.061252222187548694,-0.008764736331862118,3.6
37,4.499219058411997,-0.003425555451527793,-0.061480391551598415,0.004207823546312663,3.7
38,4.599151196388023,-0.009534325704216987,-0.060409445919701335,0.017188047518641992,3.8000000000000003
39,4.699076093833901,-0.015470080476776065,-0.058038600224094086,0.030184928975182043,3.9000000000000004
40,4.798993674347896,-0.0211025085607939,-0.05436650689107795,0.04320617967225271,4.0
41,4.898903861528277,-0.026301298747859445,-0.049391374714303354,0.05625724224439033,4.1000000000000005
42,4.998806578973309,-0.0309361398295615,-0.043111154098746204,0.06934028550681287,4.2
43,5.098701750281259,-0.03487672059748902,-0.03552378965790112,0.08245318076531306,4.3
44,5.198589299050396,-0.0379927298432309,-0.026627541107290226,0.0955884626241164,4.4
45,5.298469148878984,-0.04015385635837602,-0.016421373030563215,0.1087322848042655,4.5
46,5.398341223365292,-0.04122978893451324,-0.004905413307457703,0.12186339027328533,4.6000000000000005
47,5.498205446107586,-0.041090216363231485,0.007918521305488271,0.13495212544278287,4.7
48,5.598061742193899,-0.03960525888641686,0.021982374050007015,0.14163749906285608,4.800000000000001
49,5.69791034240679,-0.03673356879005683,0.03521859660431908,0.12337450272127894,4.9
50,5.797752154662049,-0.032629902585090964,0.04663438670057956,0.10511370634228621,5.0
51,5.897588177739612,-0.027475331905077383,0.056231060980562755,0.08688749060923065,5.1000000000000005
52,5.9974194104194165,-0.02145092838357436,0.06401155538337988,0.0687125207500732,5.2
53,6.097246851481401,-0.014737763654139965,0.06997947305885338,0.05059255291132284,5.300000000000001
54,6.1970714997055,-0.007516909350332484,0.07413831745015695,0.032521227638955,5.4
55,6.2968943538716555,3.056289428995072e-05,0.07649090857602767,0.014484808185387962,5.5
56,6.396716412759803,0.007723581446169234,0.07703897917391987,-0.0035351467537436967,5.6000000000000005
57,6.496538675149879,0.01538107467174707,0.07578294745390927,-0.02155916343285171,5.7
58,6.5963621398218235,0.022821970937465408,0.07272186429324454,-0.039607259846255086,5.800000000000001
59,6.696187805555571,0.029865198609765907,0.06785353433167969,-0.057696345928101335,5.9
60,6.796016671131062,0.036329686055090515,0.061174812184873306,-0.07583758569525313,6.0
61,6.895849735328232,0.04203436163988107,0.05268207645870847,-0.09403369922571886,6.1000000000000005
